NAME=Cool Muse,HARDWARE=INTERAXON-MUSE,FS=220,#CH=4,DATA=ffffi,PRESET=14,OSCPORT=5000,FILE=log20141210_195303.csv
A1,FP1,FP2,A2,STATUS
352.026,817.555,587.258,814.265,0.000
194.108,685.957,455.660,708.987,0.000
194.108,738.596,455.660,656.347,0.000
246.747,738.596,429.340,761.626,0.000
325.706,633.317,534.619,814.265,0.000
325.706,738.596,429.340,814.265,0.000
194.108,738.596,508.299,682.667,0.000
194.108,712.276,376.701,656.347,0.000
246.747,712.276,376.701,787.946,0.000
325.706,685.957,481.979,787.946,0.000
194.108,817.555,587.258,708.987,0.000
299.386,791.236,560.938,787.946,0.000
194.108,633.317,403.020,761.626,0.000
141.468,659.637,429.340,656.347,0.000
220.427,606.998,429.340,787.946,0.000
299.386,606.998,560.938,840.585,0.000
299.386,685.957,455.660,814.265,0.000
194.108,791.236,534.619,735.306,0.000
194.108,712.276,508.299,735.306,0.000
246.747,580.678,376.701,814.265,0.000
325.706,633.317,481.979,866.905,0.000
220.427,685.957,534.619,814.265,0.000
273.067,764.916,534.619,814.265,0.000
194.108,659.637,481.979,761.626,0.000
167.788,633.317,455.660,708.987,0.000
246.747,685.957,455.660,840.585,0.000
299.386,633.317,587.258,840.585,0.000
246.747,633.317,350.381,787.946,0.000
167.788,764.916,534.619,708.987,0.000
167.788,606.998,429.340,708.987,0.000
194.108,659.637,429.340,814.265,0.000
299.386,659.637,587.258,866.905,0.000
167.788,685.957,560.938,761.626,0.000
220.427,764.916,560.938,761.626,0.000
141.468,659.637,508.299,761.626,0.000
141.468,659.637,508.299,682.667,0.000
167.788,685.957,587.258,761.626,0.000
273.067,659.637,613.578,840.585,0.000
194.108,685.957,534.619,735.306,0.000
115.149,738.596,534.619,682.667,0.000
167.788,606.998,534.619,682.667,0.000
220.427,580.678,455.660,787.946,0.000
286.227,633.317,508.299,834.005,0.000
101.989,685.957,560.938,682.667,0.000
154.628,738.596,481.979,695.827,0.000
115.149,554.358,403.020,708.987,0.000
101.989,554.358,455.660,669.507,0.000
101.989,659.637,587.258,728.726,0.000
207.268,580.678,587.258,801.105,0.000
62.509,528.039,403.020,656.347,0.000
36.190,659.637,481.979,643.187,0.000
88.829,501.719,429.340,656.347,0.000
128.308,501.719,455.660,722.146,0.000
207.268,580.678,481.979,801.105,0.000
62.509,633.317,613.578,689.247,0.000
75.669,633.317,534.619,662.927,0.000
49.349,501.719,403.020,682.667,0.000
88.829,475.399,455.660,676.087,0.000
789.591,817.555,783.011,842.230,0.000
894.869,843.875,914.609,921.189,0.000
736.951,843.875,861.970,763.271,0.000
710.632,870.195,783.011,736.951,0.000
763.271,791.236,809.330,763.271,0.000
815.910,659.637,783.011,842.230,0.000
894.869,764.916,783.011,868.550,0.000
710.632,764.916,888.289,710.632,0.000
736.951,817.555,756.691,710.632,0.000
736.951,738.596,756.691,789.591,0.000
763.271,712.276,809.330,789.591,0.000
710.632,791.236,861.970,789.591,0.000
842.230,791.236,914.609,921.189,0.000
657.992,685.957,651.412,763.271,0.000
631.672,817.555,756.691,710.632,0.000
710.632,712.276,756.691,789.591,0.000
763.271,659.637,783.011,842.230,0.000
815.910,778.076,783.011,855.390,0.000
631.672,791.236,809.330,710.632,0.000
631.672,804.395,677.732,657.992,0.000
657.992,738.596,704.052,723.791,0.000
684.312,699.117,756.691,750.111,0.000
605.353,778.076,783.011,736.951,0.000
710.632,817.555,835.650,802.750,0.000
552.713,804.395,809.330,631.672,0.000
552.713,804.395,704.052,631.672,0.000
631.672,685.957,677.732,697.472,0.000
657.992,685.957,756.691,736.951,0.000
710.632,764.916,651.412,763.271,0.000
579.033,830.715,861.970,644.832,0.000
579.033,817.555,704.052,605.353,0.000
579.033,778.076,704.052,697.472,0.000
657.992,712.276,783.011,710.632,0.000
526.394,738.596,769.851,657.992,0.000
631.672,843.875,861.970,736.951,0.000
447.435,738.596,677.732,657.992,0.000
394.795,817.555,717.211,579.033,0.000
473.754,764.916,743.531,684.312,0.000
552.713,685.957,783.011,736.951,0.000
552.713,791.236,756.691,736.951,0.000
394.795,843.875,835.650,605.353,0.000
394.795,817.555,704.052,605.353,0.000
447.435,712.276,651.412,736.951,0.000
500.074,712.276,717.211,736.951,0.000
394.795,817.555,835.650,657.992,0.000
500.074,843.875,835.650,710.632,0.000
394.795,712.276,664.572,657.992,0.000
342.156,764.916,690.892,579.033,0.000
421.115,738.596,730.371,710.632,0.000
500.074,685.957,783.011,736.951,0.000
500.074,791.236,730.371,710.632,0.000
394.795,870.195,809.330,631.672,0.000
394.795,791.236,809.330,605.353,0.000
447.435,685.957,598.773,684.312,0.000
526.394,685.957,730.371,736.951,0.000
421.115,764.916,783.011,684.312,0.000
473.754,817.555,756.691,684.312,0.000
368.476,685.957,677.732,631.672,0.000
342.156,712.276,677.732,579.033,0.000
421.115,712.276,677.732,684.312,0.000
473.754,712.276,783.011,710.632,0.000
473.754,712.276,598.773,684.312,0.000
394.795,843.875,756.691,605.353,0.000
394.795,712.276,651.412,605.353,0.000
447.435,685.957,625.093,710.632,0.000
526.394,738.596,651.412,736.951,0.000
368.476,791.236,809.330,631.672,0.000
421.115,870.195,704.052,657.992,0.000
315.836,712.276,572.453,657.992,0.000
315.836,712.276,598.773,579.033,0.000
342.156,738.596,625.093,657.992,0.000
447.435,712.276,730.371,736.951,0.000
368.476,738.596,677.732,631.672,0.000
289.517,843.875,651.412,579.033,0.000
342.156,764.916,677.732,579.033,0.000
394.795,633.317,546.133,684.312,0.000
447.435,712.276,598.773,736.951,0.000
289.517,764.916,677.732,631.672,0.000
315.836,791.236,598.773,631.672,0.000
289.517,712.276,625.093,631.672,0.000
289.517,659.637,598.773,605.353,0.000
315.836,738.596,625.093,684.312,0.000
407.955,712.276,704.052,710.632,0.000
276.357,633.317,493.494,579.033,0.000
250.037,738.596,572.453,552.713,0.000
289.517,554.358,440.855,552.713,0.000
328.996,580.678,493.494,631.672,0.000
421.115,633.317,493.494,684.312,0.000
263.197,659.637,546.133,552.713,0.000
289.517,712.276,493.494,552.713,0.000
250.037,528.039,414.535,579.033,0.000
289.517,554.358,440.855,552.713,0.000
276.357,580.678,519.814,579.033,0.000
381.635,633.317,572.453,684.312,0.000
236.877,633.317,493.494,526.394,0.000
210.557,685.957,493.494,500.074,0.000
276.357,554.358,440.855,526.394,0.000
328.996,528.039,467.174,631.672,0.000
381.635,606.998,519.814,657.992,0.000
171.078,633.317,572.453,500.074,0.000
197.398,633.317,440.855,500.074,0.000
197.398,501.719,440.855,579.033,0.000
223.717,501.719,440.855,579.033,0.000
144.758,580.678,467.174,579.033,0.000
276.357,580.678,546.133,710.632,0.000
65.799,501.719,361.896,552.713,0.000
13.160,606.998,414.535,526.394,0.000
92.119,501.719,440.855,579.033,0.000
144.758,475.399,440.855,631.672,0.000
197.398,606.998,546.133,657.992,0.000
39.480,501.719,493.494,552.713,0.000
39.480,606.998,414.535,500.074,0.000
65.799,449.080,335.576,526.394,0.000
118.439,475.399,335.576,552.713,0.000
39.480,554.358,519.814,526.394,0.000
144.758,554.358,546.133,605.353,0.000
0.000,501.719,493.494,447.435,0.000
0.000,554.358,440.855,447.435,0.000
78.959,422.760,440.855,500.074,0.000
105.279,396.440,467.174,552.713,0.000
157.918,449.080,414.535,579.033,0.000
0.000,554.358,572.453,447.435,0.000
0.000,528.039,414.535,421.115,0.000
26.320,501.719,414.535,526.394,0.000
78.959,449.080,493.494,526.394,0.000
0.000,528.039,519.814,473.754,0.000
131.598,580.678,572.453,552.713,0.000
0.000,528.039,440.855,473.754,0.000
0.000,554.358,440.855,394.795,0.000
776.431,822.490,835.650,848.810,0.000
855.390,690.892,835.650,901.449,0.000
855.390,769.851,730.371,875.130,0.000
671.152,875.130,940.929,743.531,0.000
671.152,822.490,783.011,717.211,0.000
723.791,717.211,730.371,822.490,0.000
776.431,717.211,809.330,848.810,0.000
644.832,743.531,861.970,796.170,0.000
750.111,848.810,888.289,822.490,0.000
618.513,690.892,730.371,769.851,0.000
592.193,769.851,756.691,717.211,0.000
671.152,717.211,756.691,822.490,0.000
723.791,690.892,835.650,822.490,0.000
723.791,796.170,835.650,822.490,0.000
618.513,848.810,861.970,769.851,0.000
618.513,769.851,730.371,717.211,0.000
644.832,664.572,704.052,796.170,0.000
723.791,690.892,756.691,848.810,0.000
618.513,769.851,861.970,796.170,0.000
671.152,848.810,835.650,822.490,0.000
565.873,743.531,756.691,769.851,0.000
565.873,743.531,756.691,690.892,0.000
618.513,743.531,809.330,822.490,0.000
697.472,717.211,861.970,875.130,0.000
697.472,769.851,756.691,822.490,0.000
592.193,848.810,861.970,717.211,0.000
592.193,743.531,730.371,717.211,0.000
644.832,717.211,704.052,822.490,0.000
723.791,717.211,783.011,848.810,0.000
565.873,796.170,809.330,743.531,0.000
644.832,848.810,809.330,769.851,0.000
592.193,638.252,651.412,769.851,0.000
592.193,690.892,704.052,690.892,0.000
618.513,677.732,730.371,796.170,0.000
723.791,704.052,809.330,848.810,0.000
618.513,730.371,730.371,769.851,0.000
513.234,783.011,730.371,717.211,0.000
565.873,664.572,598.773,717.211,0.000
618.513,625.093,546.133,796.170,0.000
671.152,690.892,546.133,848.810,0.000
486.914,783.011,704.052,743.531,0.000
513.234,822.490,625.093,743.531,0.000
486.914,690.892,625.093,743.531,0.000
486.914,664.572,546.133,743.531,0.000
513.234,730.371,598.773,822.490,0.000
592.193,717.211,651.412,848.810,0.000
486.914,717.211,493.494,769.851,0.000
460.594,835.650,572.453,743.531,0.000
486.914,690.892,519.814,743.531,0.000
513.234,638.252,440.855,822.490,0.000
618.513,704.052,493.494,875.130,0.000
447.435,796.170,625.093,717.211,0.000
473.754,796.170,493.494,717.211,0.000
447.435,611.933,361.896,743.531,0.000
473.754,611.933,440.855,690.892,0.000
460.594,664.572,493.494,717.211,0.000
579.033,704.052,572.453,822.490,0.000
434.275,704.052,493.494,664.572,0.000
394.795,704.052,467.174,611.933,0.000
460.594,532.974,388.215,664.572,0.000
539.554,585.613,440.855,769.851,0.000
605.353,625.093,414.535,796.170,0.000
421.115,690.892,546.133,638.252,0.000
460.594,730.371,440.855,638.252,0.000
473.754,532.974,388.215,690.892,0.000
473.754,546.133,440.855,690.892,0.000
394.795,611.933,519.814,717.211,0.000
526.394,651.412,572.453,822.490,0.000
315.836,611.933,335.576,664.572,0.000
289.517,717.211,388.215,664.572,0.000
368.476,598.773,388.215,717.211,0.000
394.795,598.773,388.215,769.851,0.000
447.435,677.732,467.174,822.490,0.000
289.517,651.412,414.535,717.211,0.000
289.517,704.052,282.937,690.892,0.000
289.517,598.773,282.937,743.531,0.000
342.156,559.293,282.937,769.851,0.000
289.517,690.892,388.215,769.851,0.000
394.795,677.732,388.215,848.810,0.000
210.557,664.572,282.937,690.892,0.000
210.557,704.052,203.978,664.572,0.000
289.517,625.093,230.297,743.531,0.000
342.156,546.133,203.978,796.170,0.000
394.795,651.412,125.019,796.170,0.000
210.557,756.691,335.576,638.252,0.000
210.557,730.371,177.658,611.933,0.000
236.877,546.133,72.379,717.211,0.000
289.517,598.773,125.019,717.211,0.000
157.918,651.412,256.617,664.572,0.000
289.517,730.371,282.937,743.531,0.000
105.279,625.093,125.019,638.252,0.000
52.639,704.052,151.338,559.293,0.000
131.598,625.093,151.338,664.572,0.000
210.557,546.133,203.978,717.211,0.000
210.557,625.093,72.379,717.211,0.000
52.639,783.011,282.937,611.933,0.000
52.639,704.052,230.297,585.613,0.000
105.279,598.773,19.740,690.892,0.000
157.918,651.412,151.338,717.211,0.000
26.320,730.371,177.658,664.572,0.000
105.279,809.330,203.978,690.892,0.000
0.000,783.011,203.978,611.933,0.000
0.000,756.691,125.019,585.613,0.000
78.959,809.330,256.617,717.211,0.000
131.598,651.412,230.297,717.211,0.000
131.598,730.371,151.338,717.211,0.000
26.320,783.011,256.617,638.252,0.000
26.320,704.052,46.059,585.613,0.000
52.639,704.052,125.019,690.892,0.000
157.918,704.052,151.338,717.211,0.000
52.639,835.650,203.978,664.572,0.000
131.598,835.650,203.978,690.892,0.000
26.320,651.412,19.740,664.572,0.000
0.000,704.052,98.699,559.293,0.000
52.639,651.412,151.338,664.572,0.000
131.598,651.412,230.297,717.211,0.000
131.598,704.052,125.019,664.572,0.000
26.320,730.371,151.338,559.293,0.000
52.639,598.773,19.740,559.293,0.000
105.279,572.453,19.740,664.572,0.000
184.238,625.093,19.740,690.892,0.000
52.639,677.732,151.338,585.613,0.000
131.598,730.371,151.338,611.933,0.000
78.959,677.732,151.338,611.933,0.000
52.639,625.093,98.699,532.974,0.000
78.959,651.412,125.019,638.252,0.000
184.238,625.093,203.978,690.892,0.000
105.279,677.732,151.338,611.933,0.000
52.639,730.371,151.338,559.293,0.000
774.786,801.105,727.081,763.271,0.000
827.425,748.466,727.081,842.230,0.000
906.384,801.105,727.081,894.869,0.000
761.626,880.064,911.319,815.910,0.000
801.105,906.384,832.360,815.910,0.000
748.466,774.786,727.081,815.910,0.000
748.466,774.786,779.721,789.591,0.000
787.946,774.786,806.040,868.550,0.000
840.585,827.425,884.999,894.869,0.000
761.626,801.105,700.762,815.910,0.000
722.146,880.064,806.040,789.591,0.000
761.626,748.466,700.762,789.591,0.000
801.105,774.786,753.401,894.869,0.000
893.224,827.425,779.721,947.509,0.000
735.306,880.064,884.999,815.910,0.000
774.786,906.384,806.040,815.910,0.000
748.466,774.786,779.721,842.230,0.000
748.466,748.466,779.721,789.591,0.000
722.146,801.105,806.040,815.910,0.000
853.745,801.105,911.319,921.189,0.000
669.507,827.425,884.999,763.271,0.000
643.187,880.064,832.360,710.632,0.000
695.827,801.105,832.360,763.271,0.000
774.786,669.507,806.040,868.550,0.000
827.425,774.786,779.721,894.869,0.000
643.187,853.745,963.958,763.271,0.000
669.507,853.745,832.360,763.271,0.000
669.507,722.146,806.040,815.910,0.000
669.507,722.146,858.680,815.910,0.000
643.187,827.425,884.999,815.910,0.000
774.786,827.425,963.958,894.869,0.000
590.548,722.146,727.081,736.951,0.000
590.548,853.745,832.360,710.632,0.000
669.507,695.827,819.200,763.271,0.000
695.827,695.827,858.680,789.591,0.000
748.466,748.466,845.520,842.230,0.000
564.228,827.425,937.639,710.632,0.000
564.228,827.425,779.721,684.312,0.000
564.228,722.146,792.881,736.951,0.000
616.868,722.146,858.680,736.951,0.000
537.909,774.786,898.159,736.951,0.000
643.187,827.425,963.958,842.230,0.000
432.630,827.425,950.799,684.312,0.000
432.630,827.425,832.360,657.992,0.000
511.589,722.146,832.360,736.951,0.000
564.228,722.146,858.680,789.591,0.000
616.868,801.105,766.561,789.591,0.000
458.950,880.064,1016.598,657.992,0.000
458.950,853.745,871.840,631.672,0.000
485.269,801.105,871.840,736.951,0.000
537.909,748.466,898.159,736.951,0.000
406.310,774.786,871.840,657.992,0.000
537.909,853.745,977.118,763.271,0.000
353.671,722.146,713.921,657.992,0.000
274.712,827.425,845.520,579.033,0.000
353.671,801.105,950.799,684.312,0.000
432.630,695.827,924.479,736.951,0.000
432.630,827.425,819.200,736.951,0.000
274.712,827.425,977.118,631.672,0.000
274.712,827.425,819.200,605.353,0.000
327.351,722.146,792.881,710.632,0.000
379.990,722.146,871.840,736.951,0.000
274.712,801.105,924.479,684.312,0.000
379.990,853.745,950.799,710.632,0.000
248.392,748.466,871.840,605.353,0.000
222.072,774.786,845.520,579.033,0.000
301.031,669.507,845.520,684.312,0.000
353.671,616.868,924.479,684.312,0.000
353.671,669.507,792.881,684.312,0.000
248.392,801.105,950.799,605.353,0.000
248.392,695.827,845.520,579.033,0.000
248.392,669.507,845.520,684.312,0.000
353.671,643.187,977.118,710.632,0.000
248.392,722.146,898.159,657.992,0.000
327.351,774.786,950.799,684.312,0.000
222.072,669.507,819.200,657.992,0.000
195.753,669.507,819.200,579.033,0.000
248.392,669.507,924.479,710.632,0.000
327.351,590.548,924.479,763.271,0.000
327.351,695.827,924.479,710.632,0.000
222.072,695.827,924.479,605.353,0.000
248.392,616.868,740.241,605.353,0.000
301.031,590.548,740.241,710.632,0.000
379.990,590.548,740.241,736.951,0.000
222.072,695.827,898.159,631.672,0.000
301.031,722.146,871.840,657.992,0.000
222.072,511.589,687.602,657.992,0.000
195.753,590.548,766.561,579.033,0.000
222.072,564.228,792.881,684.312,0.000
327.351,590.548,898.159,736.951,0.000
248.392,590.548,740.241,657.992,0.000
169.433,669.507,845.520,605.353,0.000
195.753,537.909,792.881,605.353,0.000
248.392,537.909,713.921,684.312,0.000
327.351,590.548,792.881,763.271,0.000
195.753,669.507,871.840,657.992,0.000
222.072,722.146,819.200,657.992,0.000
156.273,564.228,740.241,631.672,0.000
156.273,564.228,740.241,605.353,0.000
182.593,695.827,898.159,710.632,0.000
248.392,590.548,871.840,736.951,0.000
169.433,590.548,713.921,644.832,0.000
129.953,695.827,766.561,605.353,0.000
169.433,537.909,713.921,605.353,0.000
208.913,537.909,713.921,710.632,0.000
301.031,590.548,766.561,763.271,0.000
129.953,669.507,792.881,618.513,0.000
169.433,669.507,713.921,618.513,0.000
143.113,485.269,634.962,644.832,0.000
156.273,485.269,687.602,605.353,0.000
156.273,485.269,740.241,644.832,0.000
287.872,564.228,845.520,763.271,0.000
129.953,564.228,740.241,605.353,0.000
77.314,616.868,727.081,526.394,0.000
156.273,511.589,707.342,579.033,0.000
235.232,458.950,707.342,684.312,0.000
287.872,511.589,674.442,710.632,0.000
103.634,590.548,799.460,552.713,0.000
129.953,616.868,674.442,552.713,0.000
129.953,537.909,674.442,605.353,0.000
129.953,485.269,727.081,605.353,0.000
103.634,537.909,753.401,605.353,0.000
235.232,564.228,838.940,710.632,0.000
50.994,511.589,661.282,552.713,0.000
50.994,616.868,713.921,552.713,0.000
129.953,511.589,733.661,605.353,0.000
156.273,458.950,727.081,631.672,0.000
235.232,590.548,871.840,684.312,0.000
77.314,590.548,786.301,579.033,0.000
764.916,901.449,753.401,764.916,0.000
764.916,796.170,740.241,817.555,0.000
817.555,769.851,779.721,817.555,0.000
738.596,875.130,884.999,791.236,0.000
843.875,875.130,911.319,896.514,0.000
633.317,875.130,766.561,738.596,0.000
606.998,875.130,753.401,712.276,0.000
685.957,769.851,766.561,791.236,0.000
738.596,717.211,779.721,843.875,0.000
791.236,743.531,648.122,843.875,0.000
606.998,901.449,871.840,712.276,0.000
606.998,875.130,700.762,685.957,0.000
633.317,769.851,700.762,791.236,0.000
685.957,769.851,779.721,791.236,0.000
580.678,822.490,779.721,738.596,0.000
712.276,901.449,858.680,843.875,0.000
554.358,769.851,648.122,738.596,0.000
501.719,875.130,700.762,659.637,0.000
580.678,822.490,727.081,764.916,0.000
685.957,769.851,753.401,817.555,0.000
685.957,875.130,674.442,817.555,0.000
554.358,901.449,779.721,712.276,0.000
554.358,875.130,621.803,685.957,0.000
606.998,769.851,569.163,791.236,0.000
659.637,769.851,648.122,817.555,0.000
554.358,848.810,753.401,764.916,0.000
659.637,901.449,753.401,817.555,0.000
528.039,796.170,595.483,738.596,0.000
528.039,822.490,621.803,712.276,0.000
606.998,769.851,648.122,843.875,0.000
659.637,743.531,700.762,843.875,0.000
659.637,848.810,674.442,843.875,0.000
554.358,901.449,727.081,764.916,0.000
554.358,822.490,648.122,738.596,0.000
554.358,743.531,490.204,843.875,0.000
659.637,769.851,542.844,870.195,0.000
528.039,822.490,648.122,817.555,0.000
606.998,901.449,648.122,843.875,0.000
501.719,769.851,542.844,817.555,0.000
475.399,796.170,542.844,738.596,0.000
528.039,875.130,674.442,843.875,0.000
606.998,743.531,674.442,896.514,0.000
606.998,743.531,516.524,843.875,0.000
501.719,901.449,648.122,738.596,0.000
528.039,743.531,516.524,738.596,0.000
580.678,743.531,516.524,843.875,0.000
659.637,769.851,621.803,870.195,0.000
501.719,848.810,648.122,764.916,0.000
580.678,875.130,621.803,791.236,0.000
501.719,753.401,542.844,791.236,0.000
449.080,730.371,529.684,712.276,0.000
475.399,717.211,569.163,843.875,0.000
580.678,740.241,661.282,896.514,0.000
475.399,766.561,569.163,817.555,0.000
396.440,845.520,595.483,764.916,0.000
422.760,697.472,490.204,764.916,0.000
475.399,677.732,490.204,843.875,0.000
554.358,730.371,542.844,896.514,0.000
396.440,796.170,608.643,791.236,0.000
422.760,861.970,569.163,791.236,0.000
370.121,713.921,490.204,791.236,0.000
370.121,704.052,516.524,791.236,0.000
396.440,733.661,556.003,870.195,0.000
449.080,750.111,648.122,896.514,0.000
370.121,789.591,608.643,817.555,0.000
317.481,815.910,556.003,764.916,0.000
356.961,684.312,450.725,764.916,0.000
396.440,684.312,450.725,843.875,0.000
488.559,736.951,450.725,896.514,0.000
330.641,815.910,582.323,764.916,0.000
370.121,815.910,477.044,764.916,0.000
343.801,763.271,398.085,791.236,0.000
356.961,684.312,424.405,764.916,0.000
343.801,710.632,424.405,791.236,0.000
475.399,736.951,556.003,896.514,0.000
317.481,710.632,424.405,738.596,0.000
278.002,842.230,450.725,685.957,0.000
356.961,710.632,424.405,738.596,0.000
435.920,684.312,424.405,843.875,0.000
501.719,763.271,450.725,870.195,0.000
304.321,868.550,503.364,712.276,0.000
330.641,868.550,371.766,712.276,0.000
330.641,631.672,266.487,764.916,0.000
330.641,684.312,319.126,764.916,0.000
278.002,763.271,424.405,764.916,0.000
409.600,789.591,477.044,870.195,0.000
199.043,763.271,292.806,712.276,0.000
146.403,815.910,292.806,712.276,0.000
225.362,763.271,292.806,764.916,0.000
278.002,631.672,292.806,817.555,0.000
330.641,736.951,240.167,870.195,0.000
146.403,789.591,398.085,764.916,0.000
146.403,789.591,240.167,738.596,0.000
146.403,684.312,213.847,791.236,0.000
199.043,684.312,266.487,817.555,0.000
120.084,789.591,345.446,817.555,0.000
199.043,815.910,398.085,896.514,0.000
0.000,710.632,213.847,712.276,0.000
0.000,763.271,266.487,659.637,0.000
78.959,684.312,266.487,738.596,0.000
131.598,657.992,292.806,791.236,0.000
184.238,763.271,319.126,791.236,0.000
0.000,763.271,319.126,659.637,0.000
0.000,763.271,187.528,633.317,0.000
26.320,631.672,187.528,738.596,0.000
78.959,631.672,240.167,738.596,0.000
0.000,684.312,319.126,685.957,0.000
131.598,736.951,371.766,764.916,0.000
0.000,710.632,371.766,659.637,0.000
0.000,710.632,266.487,580.678,0.000
78.959,631.672,266.487,685.957,0.000
157.918,605.353,292.806,738.596,0.000
157.918,684.312,213.847,738.596,0.000
0.000,736.951,398.085,606.998,0.000
0.000,710.632,266.487,606.998,0.000
52.639,657.992,213.847,712.276,0.000
105.279,631.672,319.126,738.596,0.000
0.000,657.992,319.126,685.957,0.000
105.279,763.271,371.766,712.276,0.000
0.000,631.672,187.528,633.317,0.000
0.000,710.632,240.167,580.678,0.000
78.959,684.312,292.806,712.276,0.000
131.598,605.353,319.126,712.276,0.000
131.598,657.992,134.888,712.276,0.000
26.320,789.591,345.446,633.317,0.000
26.320,710.632,213.847,606.998,0.000
52.639,605.353,134.888,685.957,0.000
157.918,657.992,213.847,738.596,0.000
52.639,789.591,371.766,685.957,0.000
860.325,931.059,861.970,861.970,0.000
728.726,878.419,796.170,809.330,0.000
728.726,825.780,783.011,730.371,0.000
781.366,825.780,835.650,835.650,0.000
860.325,799.460,914.609,888.289,0.000
860.325,852.100,861.970,861.970,0.000
755.046,931.059,914.609,756.691,0.000
781.366,825.780,888.289,756.691,0.000
834.005,773.141,769.851,861.970,0.000
912.964,799.460,875.130,888.289,0.000
755.046,852.100,901.449,783.011,0.000
834.005,931.059,901.449,809.330,0.000
781.366,799.460,875.130,809.330,0.000
781.366,799.460,848.810,730.371,0.000
807.685,852.100,980.408,835.650,0.000
912.964,799.460,980.408,888.289,0.000
834.005,773.141,769.851,809.330,0.000
728.726,931.059,927.769,756.691,0.000
781.366,746.821,769.851,756.691,0.000
834.005,746.821,796.170,861.970,0.000
886.644,799.460,848.810,914.609,0.000
702.407,852.100,875.130,809.330,0.000
728.726,878.419,875.130,809.330,0.000
702.407,746.821,822.490,809.330,0.000
702.407,746.821,848.810,809.330,0.000
702.407,852.100,954.089,861.970,0.000
781.366,799.460,954.089,914.609,0.000
676.087,773.141,769.851,809.330,0.000
649.767,878.419,848.810,783.011,0.000
676.087,720.501,796.170,783.011,0.000
702.407,720.501,796.170,861.970,0.000
807.685,773.141,848.810,914.609,0.000
649.767,799.460,875.130,809.330,0.000
676.087,825.780,769.851,796.170,0.000
623.448,694.182,769.851,809.330,0.000
649.767,615.223,769.851,783.011,0.000
636.607,667.862,796.170,822.490,0.000
755.046,667.862,875.130,927.769,0.000
610.288,667.862,769.851,769.851,0.000
583.968,746.821,769.851,730.371,0.000
649.767,615.223,848.810,769.851,0.000
715.566,536.264,743.531,875.130,0.000
781.366,615.223,690.892,901.449,0.000
583.968,694.182,848.810,743.531,0.000
623.448,720.501,690.892,743.531,0.000
636.607,615.223,690.892,809.330,0.000
649.767,588.903,743.531,796.170,0.000
597.128,720.501,796.170,796.170,0.000
755.046,694.182,822.490,927.769,0.000
544.488,562.583,611.933,769.851,0.000
491.849,694.182,690.892,743.531,0.000
570.808,536.264,664.572,822.490,0.000
623.448,536.264,717.211,875.130,0.000
676.087,641.542,756.691,901.449,0.000
491.849,641.542,769.851,796.170,0.000
491.849,641.542,638.252,769.851,0.000
518.169,536.264,638.252,822.490,0.000
570.808,509.944,704.052,848.810,0.000
518.169,562.583,717.211,848.810,0.000
597.128,615.223,796.170,927.769,0.000
439.210,562.583,664.572,769.851,0.000
439.210,615.223,651.412,769.851,0.000
518.169,536.264,651.412,848.810,0.000
544.488,457.305,690.892,901.449,0.000
597.128,536.264,638.252,927.769,0.000
412.890,641.542,769.851,796.170,0.000
412.890,615.223,611.933,769.851,0.000
439.210,562.583,611.933,875.130,0.000
491.849,536.264,638.252,875.130,0.000
386.570,562.583,559.293,822.490,0.000
518.169,667.862,690.892,901.449,0.000
360.251,536.264,454.015,822.490,0.000
333.931,615.223,559.293,743.531,0.000
412.890,588.903,638.252,848.810,0.000
518.169,536.264,638.252,901.449,0.000
518.169,720.501,743.531,901.449,0.000
360.251,615.223,664.572,769.851,0.000
386.570,641.542,559.293,769.851,0.000
439.210,536.264,506.654,875.130,0.000
491.849,536.264,532.974,875.130,0.000
386.570,641.542,664.572,796.170,0.000
491.849,694.182,664.572,848.810,0.000
386.570,720.501,585.613,796.170,0.000
360.251,667.862,532.974,717.211,0.000
439.210,641.542,559.293,822.490,0.000
518.169,588.903,585.613,848.810,0.000
518.169,667.862,506.654,848.810,0.000
412.890,825.780,664.572,769.851,0.000
412.890,720.501,559.293,743.531,0.000
439.210,641.542,427.695,822.490,0.000
544.488,641.542,480.334,875.130,0.000
439.210,746.821,638.252,822.490,0.000
491.849,799.460,611.933,822.490,0.000
386.570,641.542,454.015,769.851,0.000
386.570,694.182,480.334,717.211,0.000
439.210,694.182,506.654,822.490,0.000
491.849,667.862,585.613,875.130,0.000
465.529,667.862,401.375,848.810,0.000
386.570,773.141,559.293,769.851,0.000
386.570,667.862,427.695,769.851,0.000
439.210,667.862,427.695,875.130,0.000
518.169,667.862,532.974,901.449,0.000
360.251,746.821,559.293,796.170,0.000
412.890,799.460,559.293,822.490,0.000
360.251,694.182,480.334,822.490,0.000
360.251,694.182,480.334,743.531,0.000
386.570,720.501,532.974,848.810,0.000
491.849,694.182,611.933,927.769,0.000
412.890,746.821,506.654,822.490,0.000
333.931,825.780,559.293,769.851,0.000
386.570,720.501,585.613,769.851,0.000
439.210,641.542,454.015,875.130,0.000
491.849,694.182,559.293,927.769,0.000
320.771,746.821,585.613,796.170,0.000
360.251,799.460,559.293,809.330,0.000
333.931,641.542,532.974,815.910,0.000
333.931,641.542,532.974,783.011,0.000
347.091,773.141,638.252,861.970,0.000
439.210,694.182,664.572,908.029,0.000
320.771,641.542,480.334,789.591,0.000
