NAME=Cool Muse,HARDWARE=INTERAXON-MUSE,FS=220,#CH=4,DATA=ffffi,PRESET=14,OSCPORT=5000,FILE=log20141210_195303.csv
A1,FP1,FP2,A2,STATUS
564.228,789.591,644.832,802.750,0.000
537.909,947.509,802.750,750.111,0.000
616.868,789.591,723.791,789.591,0.000
669.507,763.271,776.431,868.550,0.000
722.146,842.230,776.431,921.189,0.000
537.909,921.189,881.709,763.271,0.000
564.228,921.189,750.111,763.271,0.000
564.228,710.632,644.832,763.271,0.000
590.548,736.951,697.472,789.591,0.000
564.228,763.271,829.070,789.591,0.000
669.507,815.910,881.709,894.869,0.000
511.589,815.910,776.431,723.791,0.000
511.589,868.550,776.431,710.632,0.000
564.228,815.910,802.750,763.271,0.000
590.548,684.312,802.750,842.230,0.000
669.507,789.591,855.390,894.869,0.000
485.269,815.910,908.029,736.951,0.000
485.269,815.910,776.431,710.632,0.000
485.269,736.951,776.431,763.271,0.000
537.909,684.312,829.070,763.271,0.000
458.950,763.271,855.390,763.271,0.000
590.548,789.591,908.029,868.550,0.000
406.310,763.271,776.431,710.632,0.000
379.990,789.591,776.431,684.312,0.000
458.950,710.632,776.431,763.271,0.000
537.909,657.992,802.750,842.230,0.000
590.548,736.951,776.431,842.230,0.000
406.310,815.910,908.029,710.632,0.000
432.630,789.591,776.431,684.312,0.000
485.269,657.992,723.791,763.271,0.000
511.589,657.992,750.111,763.271,0.000
379.990,736.951,881.709,710.632,0.000
511.589,789.591,908.029,815.910,0.000
353.671,710.632,802.750,684.312,0.000
327.351,710.632,776.431,657.992,0.000
406.310,605.353,750.111,763.271,0.000
485.269,526.394,829.070,815.910,0.000
511.589,605.353,723.791,815.910,0.000
379.990,684.312,881.709,684.312,0.000
379.990,657.992,723.791,657.992,0.000
406.310,631.672,723.791,736.951,0.000
485.269,579.033,829.070,789.591,0.000
379.990,631.672,802.750,736.951,0.000
485.269,684.312,881.709,789.591,0.000
327.351,631.672,802.750,684.312,0.000
327.351,631.672,776.431,631.672,0.000
379.990,631.672,855.390,736.951,0.000
432.630,526.394,881.709,763.271,0.000
432.630,631.672,855.390,736.951,0.000
274.712,684.312,960.669,605.353,0.000
274.712,631.672,829.070,579.033,0.000
301.031,552.713,750.111,684.312,0.000
379.990,552.713,776.431,710.632,0.000
222.072,605.353,934.349,631.672,0.000
327.351,684.312,934.349,657.992,0.000
195.753,657.992,934.349,631.672,0.000
143.113,631.672,855.390,526.394,0.000
222.072,579.033,855.390,631.672,0.000
327.351,552.713,960.669,684.312,0.000
301.031,605.353,802.750,657.992,0.000
195.753,736.951,986.988,552.713,0.000
222.072,631.672,881.709,552.713,0.000
274.712,579.033,829.070,631.672,0.000
353.671,579.033,960.669,684.312,0.000
169.433,657.992,960.669,552.713,0.000
248.392,710.632,960.669,579.033,0.000
169.433,579.033,829.070,552.713,0.000
169.433,605.353,829.070,500.074,0.000
195.753,657.992,934.349,579.033,0.000
274.712,579.033,960.669,631.672,0.000
222.072,605.353,802.750,579.033,0.000
169.433,736.951,934.349,526.394,0.000
195.753,579.033,855.390,526.394,0.000
222.072,552.713,802.750,605.353,0.000
327.351,605.353,855.390,657.992,0.000
195.753,657.992,986.988,552.713,0.000
222.072,710.632,908.029,552.713,0.000
143.113,552.713,776.431,552.713,0.000
755.046,781.366,766.561,753.401,0.000
781.366,820.845,806.040,858.680,0.000
860.325,794.526,911.319,884.999,0.000
781.366,794.526,766.561,779.721,0.000
728.726,912.964,806.040,700.762,0.000
781.366,794.526,766.561,700.762,0.000
834.005,768.206,753.401,806.040,0.000
912.964,807.685,806.040,832.360,0.000
755.046,820.845,845.520,674.442,0.000
807.685,899.804,792.881,674.442,0.000
781.366,755.046,766.561,674.442,0.000
781.366,755.046,766.561,648.122,0.000
781.366,847.165,845.520,674.442,0.000
912.964,807.685,898.159,779.721,0.000
755.046,873.485,858.680,621.803,0.000
728.726,886.644,806.040,595.483,0.000
807.685,741.886,753.401,621.803,0.000
886.644,715.566,753.401,700.762,0.000
952.444,768.206,727.081,753.401,0.000
755.046,873.485,911.319,569.163,0.000
794.526,873.485,766.561,569.163,0.000
794.526,768.206,740.241,569.163,0.000
820.845,741.886,766.561,569.163,0.000
781.366,794.526,819.200,542.844,0.000
899.804,820.845,898.159,648.122,0.000
715.566,741.886,661.282,463.884,0.000
715.566,873.485,766.561,463.884,0.000
781.366,794.526,792.881,516.524,0.000
820.845,689.247,779.721,569.163,0.000
912.964,794.526,766.561,621.803,0.000
755.046,820.845,858.680,490.204,0.000
755.046,847.165,700.762,463.884,0.000
755.046,741.886,740.241,516.524,0.000
807.685,689.247,766.561,516.524,0.000
728.726,820.845,871.840,516.524,0.000
834.005,794.526,871.840,621.803,0.000
649.767,715.566,687.602,463.884,0.000
623.448,794.526,740.241,437.565,0.000
702.407,662.927,740.241,516.524,0.000
781.366,662.927,792.881,595.483,0.000
834.005,768.206,766.561,595.483,0.000
649.767,847.165,924.479,463.884,0.000
676.087,794.526,845.520,437.565,0.000
728.726,636.607,687.602,516.524,0.000
781.366,662.927,766.561,516.524,0.000
676.087,794.526,871.840,463.884,0.000
807.685,820.845,871.840,569.163,0.000
649.767,768.206,792.881,463.884,0.000
597.128,768.206,766.561,411.245,0.000
676.087,636.607,713.921,516.524,0.000
755.046,636.607,871.840,569.163,0.000
755.046,689.247,819.200,569.163,0.000
570.808,715.566,950.799,411.245,0.000
570.808,689.247,819.200,384.925,0.000
597.128,557.648,792.881,437.565,0.000
676.087,557.648,845.520,490.204,0.000
544.488,662.927,898.159,411.245,0.000
649.767,689.247,950.799,490.204,0.000
465.529,531.329,792.881,384.925,0.000
439.210,583.968,845.520,332.286,0.000
491.849,583.968,898.159,437.565,0.000
544.488,505.009,924.479,490.204,0.000
544.488,636.607,898.159,490.204,0.000
412.890,662.927,977.118,411.245,0.000
412.890,583.968,871.840,384.925,0.000
439.210,557.648,845.520,490.204,0.000
544.488,557.648,977.118,516.524,0.000
439.210,636.607,977.118,437.565,0.000
518.169,689.247,977.118,463.884,0.000
412.890,689.247,1003.438,411.245,0.000
386.570,610.288,845.520,332.286,0.000
465.529,557.648,845.520,463.884,0.000
544.488,557.648,950.799,516.524,0.000
544.488,583.968,819.200,463.884,0.000
439.210,662.927,977.118,358.606,0.000
465.529,583.968,845.520,358.606,0.000
518.169,557.648,792.881,463.884,0.000
597.128,557.648,871.840,490.204,0.000
439.210,610.288,924.479,384.925,0.000
518.169,689.247,924.479,411.245,0.000
439.210,505.009,740.241,384.925,0.000
439.210,583.968,819.200,332.286,0.000
491.849,636.607,950.799,437.565,0.000
597.128,557.648,950.799,490.204,0.000
544.488,636.607,845.520,437.565,0.000
491.849,662.927,924.479,384.925,0.000
518.169,557.648,871.840,384.925,0.000
544.488,505.009,819.200,463.884,0.000
623.448,557.648,898.159,542.844,0.000
491.849,689.247,1003.438,437.565,0.000
544.488,689.247,924.479,437.565,0.000
465.529,583.968,845.520,437.565,0.000
491.849,557.648,845.520,411.245,0.000
491.849,557.648,898.159,490.204,0.000
570.808,583.968,977.118,542.844,0.000
491.849,557.648,845.520,437.565,0.000
465.529,715.566,898.159,411.245,0.000
491.849,557.648,924.479,411.245,0.000
518.169,478.689,819.200,490.204,0.000
597.128,557.648,845.520,542.844,0.000
412.890,610.288,924.479,384.925,0.000
439.210,636.607,792.881,384.925,0.000
386.570,505.009,792.881,411.245,0.000
386.570,478.689,792.881,384.925,0.000
386.570,610.288,845.520,411.245,0.000
518.169,557.648,898.159,516.524,0.000
360.251,478.689,661.282,358.606,0.000
333.931,662.927,792.881,332.286,0.000
412.890,505.009,766.561,384.925,0.000
491.849,505.009,766.561,463.884,0.000
544.488,583.968,792.881,516.524,0.000
360.251,610.288,845.520,358.606,0.000
386.570,610.288,713.921,358.606,0.000
386.570,505.009,766.561,384.925,0.000
412.890,478.689,766.561,384.925,0.000
360.251,531.329,766.561,358.606,0.000
491.849,583.968,871.840,463.884,0.000
307.611,557.648,687.602,279.647,0.000
307.611,610.288,740.241,279.647,0.000
386.570,531.329,766.561,332.286,0.000
412.890,505.009,740.241,384.925,0.000
491.849,610.288,871.840,437.565,0.000
333.931,531.329,792.881,305.966,0.000
333.931,610.288,713.921,279.647,0.000
333.931,531.329,713.921,332.286,0.000
412.890,505.009,740.241,332.286,0.000
360.251,583.968,819.200,332.286,0.000
465.529,583.968,871.840,437.565,0.000
307.611,505.009,634.962,305.966,0.000
699.117,904.739,779.721,751.756,0.000
778.076,799.460,806.040,830.715,0.000
830.715,720.501,779.721,883.354,0.000
883.354,799.460,727.081,883.354,0.000
699.117,825.780,832.360,725.436,0.000
699.117,825.780,674.442,672.797,0.000
725.436,720.501,674.442,778.076,0.000
778.076,720.501,700.762,778.076,0.000
646.477,799.460,832.360,725.436,0.000
778.076,825.780,832.360,804.395,0.000
593.838,825.780,779.721,699.117,0.000
514.879,825.780,727.081,620.158,0.000
593.838,825.780,884.999,725.436,0.000
699.117,694.182,806.040,778.076,0.000
699.117,825.780,806.040,778.076,0.000
541.199,904.739,884.999,646.477,0.000
567.518,825.780,727.081,646.477,0.000
593.838,773.141,753.401,725.436,0.000
672.797,746.821,806.040,751.756,0.000
567.518,852.100,727.081,646.477,0.000
672.797,904.739,806.040,699.117,0.000
541.199,773.141,569.163,567.518,0.000
541.199,852.100,648.122,514.879,0.000
620.158,825.780,674.442,620.158,0.000
672.797,773.141,727.081,646.477,0.000
672.797,825.780,569.163,646.477,0.000
567.518,931.059,700.762,541.199,0.000
567.518,878.419,542.844,541.199,0.000
567.518,799.460,490.204,620.158,0.000
672.797,825.780,516.524,646.477,0.000
567.518,878.419,648.122,593.838,0.000
646.477,957.379,648.122,620.158,0.000
541.199,878.419,648.122,567.518,0.000
514.879,852.100,542.844,488.559,0.000
620.158,825.780,542.844,620.158,0.000
699.117,825.780,621.803,672.797,0.000
699.117,931.059,595.483,646.477,0.000
593.838,957.379,648.122,541.199,0.000
620.158,878.419,595.483,541.199,0.000
672.797,878.419,542.844,646.477,0.000
751.756,825.780,674.442,672.797,0.000
593.838,878.419,621.803,567.518,0.000
672.797,931.059,621.803,593.838,0.000
620.158,799.460,463.884,593.838,0.000
620.158,825.780,490.204,514.879,0.000
646.477,878.419,621.803,593.838,0.000
751.756,799.460,621.803,646.477,0.000
672.797,825.780,463.884,567.518,0.000
593.838,878.419,595.483,514.879,0.000
620.158,720.501,463.884,514.879,0.000
646.477,694.182,411.245,567.518,0.000
725.436,746.821,411.245,646.477,0.000
541.199,852.100,569.163,488.559,0.000
593.838,878.419,516.524,488.559,0.000
488.559,694.182,411.245,462.239,0.000
514.879,720.501,463.884,409.600,0.000
514.879,720.501,516.524,462.239,0.000
593.838,720.501,569.163,514.879,0.000
488.559,720.501,437.565,409.600,0.000
435.920,852.100,490.204,383.280,0.000
462.239,746.821,595.483,383.280,0.000
488.559,667.862,437.565,462.239,0.000
567.518,746.821,516.524,514.879,0.000
409.600,799.460,516.524,383.280,0.000
435.920,825.780,411.245,383.280,0.000
383.280,720.501,490.204,409.600,0.000
383.280,641.542,463.884,370.121,0.000
383.280,799.460,516.524,409.600,0.000
514.879,720.501,569.163,514.879,0.000
356.961,694.182,437.565,356.961,0.000
330.641,799.460,463.884,317.481,0.000
409.600,641.542,411.245,356.961,0.000
488.559,641.542,437.565,449.080,0.000
541.199,720.501,437.565,488.559,0.000
356.961,746.821,516.524,330.641,0.000
383.280,773.141,411.245,330.641,0.000
383.280,588.903,332.286,370.121,0.000
409.600,615.223,384.925,370.121,0.000
356.961,641.542,490.204,370.121,0.000
488.559,694.182,542.844,488.559,0.000
304.321,641.542,384.925,304.321,0.000
304.321,720.501,437.565,304.321,0.000
383.280,615.223,384.925,356.961,0.000
435.920,588.903,437.565,409.600,0.000
514.879,667.862,450.725,462.239,0.000
356.961,720.501,529.684,304.321,0.000
356.961,720.501,411.245,278.002,0.000
356.961,615.223,424.405,330.641,0.000
435.920,588.903,437.565,330.641,0.000
383.280,667.862,437.565,330.641,0.000
488.559,694.182,529.684,409.600,0.000
330.641,667.862,411.245,278.002,0.000
330.641,694.182,411.245,251.682,0.000
409.600,615.223,437.565,330.641,0.000
462.239,615.223,437.565,383.280,0.000
514.879,720.501,582.323,383.280,0.000
356.961,667.862,503.364,251.682,0.000
356.961,720.501,371.766,199.043,0.000
383.280,536.264,266.487,304.321,0.000
435.920,562.583,266.487,304.321,0.000
304.321,746.821,529.684,251.682,0.000
435.920,720.501,477.044,330.641,0.000
251.682,615.223,240.167,225.362,0.000
199.043,694.182,319.126,146.403,0.000
278.002,615.223,345.446,251.682,0.000
383.280,562.583,398.085,304.321,0.000
383.280,641.542,319.126,304.321,0.000
225.362,694.182,424.405,172.723,0.000
251.682,667.862,292.806,172.723,0.000
278.002,562.583,266.487,225.362,0.000
356.961,562.583,292.806,278.002,0.000
251.682,641.542,398.085,199.043,0.000
356.961,667.862,398.085,278.002,0.000
199.043,602.063,345.446,146.403,0.000
172.723,602.063,319.126,93.764,0.000
251.682,575.743,424.405,199.043,0.000
304.321,509.944,424.405,251.682,0.000
304.321,628.383,450.725,251.682,0.000
199.043,667.862,450.725,172.723,0.000
199.043,588.903,319.126,146.403,0.000
199.043,523.104,292.806,225.362,0.000
304.321,523.104,345.446,278.002,0.000
199.043,654.702,450.725,225.362,0.000
278.002,681.022,450.725,225.362,0.000
172.723,641.542,371.766,172.723,0.000
146.403,575.743,345.446,93.764,0.000
199.043,523.104,371.766,199.043,0.000
278.002,523.104,450.725,251.682,0.000
278.002,509.944,266.487,225.362,0.000
732.016,921.189,884.999,755.046,0.000
758.336,789.591,727.081,728.726,0.000
810.975,763.271,700.762,834.005,0.000
889.934,763.271,806.040,860.325,0.000
732.016,815.910,832.360,728.726,0.000
810.975,894.869,832.360,755.046,0.000
758.336,736.951,700.762,702.407,0.000
758.336,789.591,727.081,649.767,0.000
784.656,842.230,858.680,728.726,0.000
889.934,789.591,858.680,781.366,0.000
810.975,815.910,727.081,702.407,0.000
732.016,894.869,779.721,623.448,0.000
784.656,736.951,674.442,623.448,0.000
837.295,736.951,674.442,702.407,0.000
916.254,763.271,753.401,781.366,0.000
758.336,868.550,884.999,649.767,0.000
810.975,868.550,806.040,649.767,0.000
745.176,710.632,621.803,636.607,0.000
771.496,710.632,648.122,623.448,0.000
784.656,723.791,648.122,689.247,0.000
850.455,750.111,779.721,755.046,0.000
771.496,769.851,648.122,649.767,0.000
732.016,888.289,621.803,623.448,0.000
784.656,789.591,648.122,623.448,0.000
824.135,611.933,569.163,715.566,0.000
916.254,723.791,569.163,768.206,0.000
758.336,750.111,674.442,636.607,0.000
797.815,829.070,569.163,636.607,0.000
771.496,697.472,542.844,662.927,0.000
784.656,684.312,569.163,636.607,0.000
784.656,756.691,569.163,676.087,0.000
916.254,763.271,674.442,781.366,0.000
758.336,730.371,490.204,623.448,0.000
705.697,835.650,569.163,570.808,0.000
758.336,677.732,569.163,597.128,0.000
837.295,598.773,542.844,676.087,0.000
889.934,704.052,634.962,702.407,0.000
679.377,783.011,634.962,518.169,0.000
705.697,756.691,516.524,491.849,0.000
705.697,625.093,503.364,518.169,0.000
732.016,598.773,542.844,518.169,0.000
679.377,625.093,582.323,518.169,0.000
810.975,704.052,674.442,623.448,0.000
626.737,704.052,595.483,439.210,0.000
626.737,704.052,542.844,439.210,0.000
705.697,651.412,556.003,491.849,0.000
758.336,519.814,556.003,544.488,0.000
810.975,598.773,490.204,597.128,0.000
653.057,677.732,648.122,465.529,0.000
653.057,677.732,463.884,439.210,0.000
626.737,572.453,463.884,491.849,0.000
705.697,493.494,516.524,491.849,0.000
626.737,519.814,516.524,465.529,0.000
732.016,598.773,595.483,570.808,0.000
521.459,493.494,384.925,439.210,0.000
521.459,572.453,411.245,412.890,0.000
600.418,440.855,411.245,491.849,0.000
653.057,440.855,437.565,544.488,0.000
705.697,519.814,490.204,544.488,0.000
547.778,546.133,463.884,412.890,0.000
547.778,546.133,332.286,386.570,0.000
574.098,440.855,279.647,465.529,0.000
626.737,440.855,332.286,465.529,0.000
521.459,546.133,463.884,412.890,0.000
653.057,546.133,463.884,491.849,0.000
468.819,546.133,437.565,360.251,0.000
389.860,546.133,332.286,281.292,0.000
468.819,467.174,332.286,386.570,0.000
574.098,440.855,358.606,439.210,0.000
574.098,519.814,227.007,439.210,0.000
416.180,704.052,490.204,307.611,0.000
442.500,625.093,332.286,307.611,0.000
468.819,598.773,305.966,386.570,0.000
547.778,546.133,411.245,412.890,0.000
442.500,598.773,411.245,333.931,0.000
547.778,677.732,463.884,386.570,0.000
416.180,546.133,305.966,281.292,0.000
389.860,625.093,332.286,254.972,0.000
442.500,598.773,384.925,333.931,0.000
495.139,519.814,411.245,386.570,0.000
495.139,625.093,358.606,386.570,0.000
389.860,677.732,490.204,281.292,0.000
389.860,625.093,358.606,281.292,0.000
389.860,572.453,305.966,386.570,0.000
495.139,572.453,384.925,439.210,0.000
389.860,677.732,463.884,386.570,0.000
468.819,704.052,463.884,412.890,0.000
363.541,546.133,332.286,360.251,0.000
337.221,598.773,332.286,281.292,0.000
416.180,572.453,358.606,412.890,0.000
495.139,572.453,463.884,439.210,0.000
495.139,651.412,358.606,412.890,0.000
389.860,704.052,463.884,333.931,0.000
416.180,598.773,384.925,333.931,0.000
468.819,598.773,358.606,439.210,0.000
547.778,598.773,490.204,491.849,0.000
389.860,677.732,463.884,386.570,0.000
468.819,730.371,490.204,412.890,0.000
416.180,546.133,305.966,386.570,0.000
416.180,572.453,332.286,333.931,0.000
442.500,625.093,437.565,412.890,0.000
547.778,546.133,463.884,465.529,0.000
468.819,572.453,332.286,386.570,0.000
389.860,625.093,411.245,333.931,0.000
442.500,493.494,358.606,333.931,0.000
468.819,519.814,332.286,412.890,0.000
547.778,519.814,490.204,465.529,0.000
389.860,546.133,384.925,333.931,0.000
442.500,625.093,411.245,333.931,0.000
389.860,440.855,253.327,307.611,0.000
416.180,467.174,305.966,307.611,0.000
416.180,493.494,411.245,360.251,0.000
495.139,493.494,437.565,412.890,0.000
389.860,572.453,463.884,281.292,0.000
337.221,572.453,384.925,228.652,0.000
363.541,467.174,345.446,228.652,0.000
389.860,414.535,279.647,307.611,0.000
468.819,493.494,266.487,360.251,0.000
284.582,625.093,529.684,228.652,0.000
310.901,625.093,398.085,228.652,0.000
258.262,572.453,384.925,228.652,0.000
258.262,467.174,358.606,202.333,0.000
258.262,493.494,411.245,228.652,0.000
363.541,519.814,503.364,333.931,0.000
205.623,440.855,279.647,176.013,0.000
179.303,651.412,398.085,149.693,0.000
231.942,519.814,384.925,176.013,0.000
310.901,467.174,358.606,254.972,0.000
363.541,546.133,384.925,281.292,0.000
730.371,875.130,884.999,774.786,0.000
756.691,901.449,779.721,748.466,0.000
756.691,743.531,753.401,801.105,0.000
783.011,743.531,806.040,774.786,0.000
704.052,822.490,858.680,774.786,0.000
835.650,822.490,911.319,880.064,0.000
625.093,769.851,727.081,695.827,0.000
625.093,875.130,806.040,695.827,0.000
704.052,743.531,806.040,748.466,0.000
756.691,690.892,806.040,801.105,0.000
809.330,769.851,806.040,853.745,0.000
651.412,848.810,911.319,695.827,0.000
651.412,848.810,753.401,695.827,0.000
651.412,769.851,753.401,748.466,0.000
730.371,717.211,806.040,748.466,0.000
677.732,796.170,858.680,748.466,0.000
783.011,822.490,911.319,853.745,0.000
598.773,743.531,779.721,722.146,0.000
572.453,822.490,779.721,695.827,0.000
651.412,717.211,884.999,774.786,0.000
704.052,664.572,806.040,827.425,0.000
756.691,769.851,779.721,853.745,0.000
598.773,822.490,911.319,722.146,0.000
598.773,822.490,727.081,695.827,0.000
625.093,690.892,727.081,774.786,0.000
677.732,690.892,806.040,774.786,0.000
572.453,875.130,911.319,722.146,0.000
704.052,848.810,911.319,801.105,0.000
546.133,690.892,674.442,695.827,0.000
493.494,796.170,753.401,643.187,0.000
572.453,664.572,753.401,748.466,0.000
677.732,690.892,858.680,801.105,0.000
677.732,796.170,858.680,801.105,0.000
493.494,848.810,937.639,643.187,0.000
519.814,796.170,884.999,643.187,0.000
546.133,717.211,779.721,722.146,0.000
625.093,717.211,884.999,748.466,0.000
467.174,796.170,884.999,669.507,0.000
572.453,875.130,937.639,722.146,0.000
440.855,769.851,832.360,616.868,0.000
440.855,769.851,832.360,590.548,0.000
493.494,743.531,884.999,669.507,0.000
546.133,717.211,937.639,722.146,0.000
546.133,769.851,911.319,722.146,0.000
440.855,822.490,963.958,616.868,0.000
440.855,769.851,806.040,616.868,0.000
440.855,743.531,806.040,695.827,0.000
546.133,743.531,832.360,748.466,0.000
440.855,822.490,963.958,669.507,0.000
546.133,875.130,963.958,695.827,0.000
440.855,822.490,911.319,643.187,0.000
414.535,796.170,884.999,564.228,0.000
493.494,796.170,937.639,695.827,0.000
572.453,743.531,963.958,722.146,0.000
572.453,796.170,911.319,695.827,0.000
467.174,901.449,963.958,616.868,0.000
493.494,769.851,858.680,616.868,0.000
546.133,743.531,806.040,722.146,0.000
625.093,743.531,858.680,774.786,0.000
467.174,822.490,963.958,669.507,0.000
546.133,875.130,937.639,695.827,0.000
493.494,743.531,832.360,695.827,0.000
493.494,743.531,832.360,643.187,0.000
519.814,743.531,884.999,722.146,0.000
625.093,743.531,937.639,774.786,0.000
519.814,743.531,727.081,695.827,0.000
440.855,848.810,858.680,643.187,0.000
493.494,690.892,727.081,643.187,0.000
546.133,664.572,727.081,695.827,0.000
625.093,690.892,779.721,774.786,0.000
467.174,848.810,963.958,643.187,0.000
519.814,822.490,884.999,669.507,0.000
467.174,638.252,727.081,669.507,0.000
467.174,664.572,779.721,669.507,0.000
467.174,664.572,806.040,722.146,0.000
546.133,690.892,911.319,774.786,0.000
467.174,690.892,806.040,669.507,0.000
440.855,796.170,806.040,643.187,0.000
493.494,717.211,858.680,643.187,0.000
519.814,559.293,753.401,722.146,0.000
598.773,664.572,806.040,774.786,0.000
414.535,664.572,845.520,630.027,0.000
440.855,717.211,740.241,616.868,0.000
388.215,611.933,779.721,630.027,0.000
414.535,532.974,766.561,603.708,0.000
414.535,611.933,779.721,643.187,0.000
519.814,611.933,871.840,748.466,0.000
361.896,559.293,700.762,590.548,0.000
335.576,690.892,766.561,551.068,0.000
388.215,532.974,740.241,590.548,0.000
467.174,506.654,740.241,682.667,0.000
519.814,585.613,740.241,735.306,0.000
335.576,638.252,845.520,577.388,0.000
361.896,638.252,727.081,577.388,0.000
361.896,506.654,727.081,616.868,0.000
388.215,506.654,779.721,616.868,0.000
335.576,585.613,832.360,616.868,0.000
467.174,611.933,884.999,722.146,0.000
256.617,559.293,700.762,511.589,0.000
203.978,611.933,727.081,485.269,0.000
282.937,454.015,648.122,537.909,0.000
335.576,480.334,700.762,590.548,0.000
388.215,532.974,700.762,643.187,0.000
203.978,559.293,779.721,485.269,0.000
203.978,559.293,648.122,485.269,0.000
203.978,427.695,648.122,537.909,0.000
282.937,427.695,674.442,537.909,0.000
230.297,480.334,674.442,511.589,0.000
335.576,532.974,753.401,616.868,0.000
151.338,480.334,569.163,485.269,0.000
151.338,532.974,621.803,458.950,0.000
230.297,480.334,674.442,537.909,0.000
256.617,427.695,674.442,590.548,0.000
309.256,585.613,806.040,616.868,0.000
125.019,546.133,753.401,458.950,0.000
125.019,585.613,648.122,406.310,0.000
151.338,467.174,569.163,485.269,0.000
203.978,454.015,595.483,485.269,0.000
72.379,611.933,779.721,406.310,0.000
203.978,611.933,779.721,485.269,0.000
19.740,598.773,700.762,379.990,0.000
0.000,585.613,648.122,301.031,0.000
78.959,493.494,648.122,406.310,0.000
184.238,454.015,727.081,458.950,0.000
184.238,493.494,542.844,458.950,0.000
26.320,651.412,806.040,327.351,0.000
52.639,598.773,648.122,301.031,0.000
78.959,532.974,621.803,379.990,0.000
157.918,506.654,727.081,432.630,0.000
758.336,825.780,842.230,806.040,0.000
863.615,904.739,894.869,858.680,0.000
705.697,773.141,684.312,727.081,0.000
653.057,852.100,710.632,700.762,0.000
732.016,825.780,763.271,779.721,0.000
784.656,746.821,789.591,832.360,0.000
784.656,878.419,684.312,832.360,0.000
679.377,931.059,789.591,727.081,0.000
679.377,852.100,657.992,727.081,0.000
679.377,773.141,579.033,806.040,0.000
784.656,773.141,684.312,858.680,0.000
679.377,878.419,842.230,806.040,0.000
758.336,904.739,736.951,832.360,0.000
653.057,773.141,552.713,779.721,0.000
626.737,799.460,579.033,700.762,0.000
679.377,773.141,579.033,832.360,0.000
758.336,773.141,736.951,858.680,0.000
758.336,825.780,605.353,832.360,0.000
653.057,957.379,684.312,753.401,0.000
679.377,878.419,684.312,753.401,0.000
732.016,720.501,526.394,884.999,0.000
810.975,799.460,579.033,937.639,0.000
653.057,799.460,657.992,832.360,0.000
732.016,904.739,657.992,858.680,0.000
679.377,799.460,631.672,832.360,0.000
679.377,773.141,631.672,779.721,0.000
705.697,825.780,657.992,858.680,0.000
810.975,799.460,736.951,911.319,0.000
732.016,799.460,579.033,832.360,0.000
653.057,904.739,684.312,779.721,0.000
705.697,773.141,579.033,779.721,0.000
758.336,773.141,579.033,858.680,0.000
837.295,799.460,684.312,937.639,0.000
672.797,904.739,723.791,792.881,0.000
732.016,904.739,657.992,819.200,0.000
666.217,746.821,631.672,806.040,0.000
692.537,746.821,618.513,792.881,0.000
699.117,773.141,657.992,845.520,0.000
784.656,773.141,763.271,924.479,0.000
692.537,773.141,592.193,806.040,0.000
659.637,878.419,671.152,766.561,0.000
712.276,746.821,592.193,779.721,0.000
745.176,694.182,605.353,871.840,0.000
837.295,773.141,592.193,924.479,0.000
679.377,799.460,723.791,792.881,0.000
712.276,852.100,631.672,792.881,0.000
679.377,773.141,618.513,806.040,0.000
699.117,720.501,631.672,779.721,0.000
692.537,773.141,631.672,819.200,0.000
797.815,786.301,750.111,924.479,0.000
613.578,694.182,513.234,740.241,0.000
560.938,865.260,644.832,687.602,0.000
613.578,720.501,631.672,713.921,0.000
692.537,707.342,618.513,792.881,0.000
745.176,799.460,736.951,845.520,0.000
560.938,812.620,723.791,687.602,0.000
587.258,838.940,618.513,687.602,0.000
587.258,720.501,605.353,713.921,0.000
613.578,694.182,631.672,713.921,0.000
560.938,786.301,776.431,713.921,0.000
692.537,786.301,776.431,819.200,0.000
508.299,746.821,592.193,634.962,0.000
508.299,825.780,631.672,634.962,0.000
587.258,667.862,592.193,687.602,0.000
639.897,694.182,657.992,740.241,0.000
718.856,786.301,710.632,792.881,0.000
534.619,786.301,710.632,608.643,0.000
534.619,819.200,579.033,582.323,0.000
534.619,661.282,473.754,634.962,0.000
613.578,661.282,500.074,634.962,0.000
560.938,766.561,684.312,582.323,0.000
666.217,792.881,710.632,687.602,0.000
508.299,667.862,526.394,556.003,0.000
508.299,799.460,552.713,529.684,0.000
587.258,681.022,552.713,608.643,0.000
639.897,654.702,605.353,661.282,0.000
692.537,766.561,526.394,661.282,0.000
534.619,779.721,657.992,529.684,0.000
534.619,792.881,500.074,503.364,0.000
560.938,681.022,500.074,582.323,0.000
613.578,674.442,605.353,582.323,0.000
481.979,832.360,631.672,503.364,0.000
613.578,832.360,657.992,582.323,0.000
455.660,858.680,684.312,477.044,0.000
403.020,806.040,500.074,424.405,0.000
481.979,779.721,526.394,529.684,0.000
587.258,727.081,552.713,582.323,0.000
587.258,832.360,500.074,582.323,0.000
429.340,884.999,631.672,450.725,0.000
455.660,832.360,447.435,450.725,0.000
481.979,806.040,447.435,529.684,0.000
560.938,753.401,500.074,556.003,0.000
455.660,753.401,447.435,477.044,0.000
560.938,884.999,552.713,529.684,0.000
429.340,648.122,263.197,424.405,0.000
403.020,806.040,394.795,398.085,0.000
455.660,806.040,500.074,477.044,0.000
508.299,700.762,500.074,529.684,0.000
508.299,884.999,394.795,529.684,0.000
376.701,858.680,552.713,424.405,0.000
